startsAdverb,hasThirdPronoun,hasDemonstrative,wh_start,pos_3gram_NNP_NNP_NNP,pos_2gram_NNP_NNP,cal_pos_1grams_tag_list,targetTitle_linsear_write_formula,targetTitle_gunning_fog,targetTitle_coleman_liau_index,targetTitleCountWords,truth_label
False,False,False,False,0,0,1,4.0,17.30909090909091,,1,no-clickbait
False,False,True,False,0,0,2,5.75,23.34285714285714,,1,no-clickbait
False,False,False,False,0,0,3,1.5,27.65714285714286,,1,no-clickbait
False,False,False,True,1,3,2,3.0,27.65714285714286,,1,no-clickbait
False,False,False,False,0,0,2,3.0,18.0,,1,no-clickbait
False,False,False,False,2,4,2,3.5,20.94545454545455,,1,no-clickbait
False,False,False,False,4,6,0,3.5,14.0,,1,clickbait
False,False,False,False,0,0,3,3.0,23.37777777777778,,0,clickbait
False,False,False,False,3,4,2,4.5,26.0,,1,no-clickbait
False,False,False,False,0,0,4,4.5,18.0,,1,no-clickbait
False,False,False,False,2,6,7,5.0,20.133333333333333,,1,clickbait
False,False,False,False,2,3,0,3.0,25.200000000000003,,1,no-clickbait
False,False,False,False,0,0,0,8.0,22.231578947368423,,1,no-clickbait
False,False,False,False,3,5,1,4.0,14.0,,1,no-clickbait
False,True,False,False,9,32,8,12.25,45.61902280130293,,1,clickbait
False,True,False,False,14,34,2,12.5,43.858983050847456,,1,no-clickbait
False,False,False,False,4,5,10,3.5,25.200000000000003,,1,no-clickbait
False,False,False,False,0,0,0,1.0,3.6,,1,no-clickbait
False,False,False,False,0,0,0,2.5,23.37777777777778,,1,clickbait
False,False,False,False,0,0,3,1.0,13.600000000000001,,1,no-clickbait
False,True,False,False,0,0,1,3.5,20.94545454545455,,1,no-clickbait
False,True,False,False,1,4,1,4.0,14.0,,1,no-clickbait
False,True,False,False,49,77,1,12.125,43.2231884057971,,1,clickbait
False,False,False,False,0,2,5,3.5,23.37777777777778,,1,no-clickbait
False,False,False,False,0,2,6,3.5,27.152380952380952,,1,no-clickbait
False,False,False,False,3,5,1,3.5,23.37777777777778,,1,no-clickbait
False,False,False,False,0,0,1,3.0,15.200000000000001,,1,no-clickbait
False,False,False,False,0,0,5,3.0,15.200000000000001,,1,no-clickbait
False,False,False,False,0,1,0,5.5,31.854545454545452,,1,no-clickbait
False,False,True,False,0,0,1,4.0,16.711111111111112,,1,clickbait
False,False,False,False,0,0,4,2.0,20.680000000000003,,1,no-clickbait
False,False,False,False,0,0,5,2.5,30.200000000000003,,1,no-clickbait
False,False,False,False,0,1,3,6.0,16.8,,1,no-clickbait
False,False,False,False,1,2,2,4.0,14.0,,1,clickbait
False,False,False,False,0,0,4,-0.5,2.4000000000000004,,1,clickbait
False,False,False,False,5,7,1,5.0,20.133333333333333,,1,clickbait
False,False,False,False,2,3,3,3.5,14.488888888888889,,1,no-clickbait
False,False,False,False,0,1,4,10.5,28.0,,1,no-clickbait
False,False,False,False,0,1,3,4.0,18.0,,1,clickbait
False,False,False,False,0,1,6,2.5,15.200000000000001,,1,no-clickbait
False,False,False,False,0,0,3,4.5,22.58461538461539,,1,no-clickbait
False,False,False,False,2,4,2,5.5,13.353846153846156,,1,no-clickbait
False,False,False,False,0,2,4,4.5,10.036363636363639,,1,no-clickbait
False,False,False,False,2,4,1,5.0,16.430769230769233,,1,no-clickbait
False,False,False,False,0,0,2,1.5,24.400000000000002,,1,no-clickbait
False,False,False,False,0,0,1,4.5,23.46666666666667,,1,no-clickbait
False,False,False,False,3,4,3,4.5,16.8,,1,no-clickbait
False,False,False,False,4,7,6,4.0,26.0,,1,no-clickbait
False,False,False,False,0,0,4,4.0,20.94545454545455,,1,no-clickbait
False,False,False,True,0,1,2,5.0,13.466666666666667,,1,no-clickbait
False,False,False,False,0,1,2,3.5,22.0,,1,no-clickbait
False,False,False,False,2,4,3,3.0,20.200000000000003,,1,clickbait
False,False,False,False,3,6,3,5.0,13.466666666666667,,1,no-clickbait
False,False,False,False,3,6,11,3.5,22.0,,1,no-clickbait
False,False,False,False,0,1,4,2.5,30.0,,1,clickbait
False,False,True,False,0,0,2,4.0,13.672727272727276,,1,clickbait
False,False,False,False,1,2,5,4.5,20.94545454545455,,1,clickbait
False,False,False,False,0,0,1,3.0,25.200000000000003,,1,clickbait
False,False,False,False,0,1,7,3.0,22.0,,1,no-clickbait
False,False,False,False,5,9,4,4.5,24.742857142857144,,1,no-clickbait
False,False,False,False,0,1,4,2.5,16.228571428571428,,1,no-clickbait
False,False,False,False,0,0,1,2.5,25.200000000000003,,1,no-clickbait
False,True,True,False,1,3,1,5.5,19.02857142857143,,1,clickbait
False,False,False,False,5,7,3,3.5,22.0,,1,no-clickbait
False,False,False,False,0,0,0,2.5,25.200000000000003,,1,clickbait
False,False,False,False,0,0,1,8.5,20.0,,1,no-clickbait
False,True,False,False,1,3,8,4.5,24.0,,1,no-clickbait
False,False,False,False,0,1,3,3.5,17.30909090909091,,0,no-clickbait
False,False,False,False,4,5,0,3.5,18.0,,1,no-clickbait
False,False,False,False,0,0,2,1.0,31.066666666666663,,1,no-clickbait
False,False,True,False,2,5,2,5.5,16.171428571428574,,1,no-clickbait
False,False,False,False,4,6,3,3.5,27.822222222222223,,1,no-clickbait
False,False,False,False,2,4,2,4.0,20.133333333333333,,1,no-clickbait
False,False,False,False,0,4,6,4.0,22.0,,1,clickbait
False,False,False,True,0,1,3,3.0,18.933333333333334,,1,clickbait
False,False,False,False,1,2,1,5.0,25.661538461538466,,1,clickbait
False,False,False,False,0,0,3,7.0,13.505882352941178,,1,no-clickbait
False,False,False,False,0,0,2,2.5,33.371428571428574,,1,no-clickbait
False,False,False,False,3,5,2,3.0,26.0,,1,no-clickbait
False,False,False,False,1,5,5,5.0,20.133333333333333,,1,no-clickbait
False,False,False,False,0,1,8,2.5,31.066666666666663,,1,no-clickbait
False,True,False,False,1,3,5,8.0,20.311111111111114,,1,no-clickbait
False,False,False,False,0,0,1,7.0,20.564705882352943,,1,clickbait
False,False,False,False,0,1,4,2.5,10.200000000000001,,1,no-clickbait
False,False,False,False,0,2,2,2.5,21.942857142857143,,1,no-clickbait
False,False,False,False,4,7,6,5.0,26.0,,1,clickbait
False,False,False,False,4,7,0,5.0,25.661538461538466,,1,no-clickbait
False,False,False,False,3,7,1,6.0,23.400000000000002,,1,no-clickbait
False,False,False,False,1,2,2,8.0,13.505882352941178,,1,no-clickbait
False,False,False,False,0,0,1,5.0,10.133333333333333,,1,no-clickbait
False,False,False,False,1,3,6,5.5,25.661538461538466,,1,no-clickbait
False,True,False,False,9,28,3,12.5,44.47880398671097,,1,no-clickbait
False,False,False,False,0,0,1,2.5,16.228571428571428,,1,clickbait
False,False,False,False,0,0,3,1.0,13.600000000000001,,1,no-clickbait
False,False,False,False,0,0,4,4.0,20.94545454545455,,1,no-clickbait
False,True,False,False,0,2,2,3.5,20.133333333333333,,1,no-clickbait
False,False,False,False,0,1,1,2.5,26.0,,1,clickbait
False,False,False,False,0,0,3,4.0,23.46666666666667,,1,no-clickbait
False,True,False,False,0,0,2,8.0,20.311111111111114,,1,no-clickbait
False,False,False,False,0,0,3,3.0,14.488888888888889,,1,clickbait
False,False,False,False,0,1,2,5.5,30.13333333333334,,1,no-clickbait
False,False,False,False,3,4,5,2.0,21.942857142857143,,1,no-clickbait
False,False,False,True,0,0,1,4.5,20.133333333333333,,1,no-clickbait
False,False,False,False,2,3,0,1.0,33.6,,1,clickbait
False,False,False,False,1,2,7,3.0,15.200000000000001,,1,clickbait
False,False,False,False,0,0,2,4.0,13.672727272727276,,1,no-clickbait
False,False,False,False,0,1,4,3.0,23.37777777777778,,1,no-clickbait
False,False,False,False,0,1,3,3.0,23.37777777777778,,1,no-clickbait
False,True,False,False,0,1,3,6.0,19.50769230769231,,1,no-clickbait
False,True,False,False,0,1,7,2.0,16.90769230769231,,1,no-clickbait
False,False,False,False,0,2,5,3.5,14.0,,1,clickbait
False,True,False,False,0,0,0,2.0,25.200000000000003,,1,no-clickbait
False,False,False,False,0,1,3,3.0,10.514285714285714,,1,no-clickbait
False,False,False,False,3,4,6,4.0,20.94545454545455,,1,clickbait
False,False,False,False,2,3,1,4.0,10.0,,1,no-clickbait
False,False,False,False,0,1,2,4.5,30.0,,1,no-clickbait
False,True,False,False,0,0,4,9.0,12.0,,1,clickbait
False,False,False,False,0,3,2,4.0,14.0,,1,no-clickbait
False,False,False,False,2,3,2,3.5,26.0,,1,no-clickbait
False,False,False,False,1,4,5,3.5,27.822222222222223,,1,no-clickbait
False,False,False,False,1,2,4,1.5,21.942857142857143,,1,no-clickbait
False,False,False,False,0,1,4,3.0,22.0,,1,clickbait
False,False,False,False,6,9,3,5.5,13.672727272727276,,1,no-clickbait
False,False,False,False,0,1,3,11.5,23.200000000000003,,1,no-clickbait
False,False,False,False,0,0,4,4.0,20.94545454545455,,1,no-clickbait
False,True,False,False,0,0,4,8.25,16.977777777777778,,1,clickbait
False,False,False,False,3,4,4,4.0,28.218181818181815,,1,clickbait
False,False,False,False,1,2,3,4.5,20.133333333333333,,1,no-clickbait
False,False,False,False,3,5,2,3.0,20.200000000000003,,1,no-clickbait
False,False,False,False,1,2,3,2.5,4.800000000000001,,1,no-clickbait
False,False,False,False,0,0,2,4.0,27.822222222222223,,1,clickbait
False,False,False,False,2,3,7,3.0,18.933333333333334,,1,no-clickbait
False,False,False,False,3,6,2,8.0,20.311111111111114,,1,no-clickbait
False,True,False,False,12,34,2,12.0,44.59722772277228,,1,clickbait
False,False,False,True,0,1,4,1.5,18.745454545454546,,1,no-clickbait
False,False,False,False,0,0,2,8.0,18.400000000000002,,1,no-clickbait
False,False,False,False,0,0,1,5.0,20.133333333333333,,1,no-clickbait
False,False,False,False,1,4,9,4.0,24.581818181818182,,1,clickbait
False,False,False,False,3,5,2,3.5,36.711111111111116,,1,no-clickbait
False,False,False,False,3,4,1,2.5,16.228571428571428,,1,no-clickbait
False,False,False,False,2,3,3,4.0,26.0,,1,clickbait
False,False,False,False,2,3,2,5.0,19.50769230769231,,1,no-clickbait
False,False,False,False,0,1,3,2.5,28.0,,1,clickbait
False,False,False,False,3,4,4,3.5,30.0,,1,no-clickbait
False,False,False,False,0,0,0,5.0,18.0,,1,clickbait
False,False,False,False,3,4,3,2.5,44.800000000000004,,1,clickbait
False,False,True,False,0,1,1,11.0,18.0,,1,no-clickbait
False,False,True,False,0,0,0,4.5,13.672727272727276,,1,no-clickbait
False,False,False,False,1,2,2,4.0,20.133333333333333,,1,clickbait
False,False,False,False,0,0,0,2.0,4.4,,1,no-clickbait
False,False,False,False,0,2,5,3.0,18.933333333333334,,1,no-clickbait
False,False,False,False,0,1,7,3.5,10.514285714285714,,1,no-clickbait
False,False,False,False,0,0,4,3.0,15.200000000000001,,1,no-clickbait
False,False,False,False,0,0,0,4.5,35.49090909090909,,1,clickbait
False,False,False,False,0,0,0,3.0,18.933333333333334,,1,no-clickbait
False,False,False,False,2,5,4,4.0,22.0,,1,clickbait
False,False,False,False,0,1,0,3.5,14.488888888888889,,1,clickbait
False,True,False,False,26,44,5,11.875,44.87747508305648,,1,no-clickbait
False,False,False,False,0,1,2,4.0,18.0,,1,clickbait
False,False,True,False,1,2,3,3.0,10.200000000000001,,1,clickbait
False,False,False,False,0,0,3,7.5,20.564705882352943,,1,no-clickbait
False,False,False,False,0,1,2,2.5,20.200000000000003,,1,clickbait
False,False,False,True,0,0,3,2.5,10.200000000000001,,1,clickbait
False,False,True,False,0,2,10,5.0,16.8,,1,clickbait
False,False,False,False,0,1,2,8.0,24.75555555555556,,1,clickbait
False,False,False,False,1,4,7,5.0,13.466666666666667,,1,no-clickbait
False,False,False,False,0,1,5,4.5,14.488888888888889,,1,no-clickbait
False,False,False,False,0,0,3,2.5,15.200000000000001,,1,no-clickbait
False,False,False,False,2,4,8,3.0,20.200000000000003,,1,no-clickbait
False,False,False,True,0,0,3,1.25,17.133333333333333,,1,no-clickbait
False,True,False,False,1,2,7,9.0,27.542857142857144,,1,no-clickbait
False,False,False,False,2,3,3,4.0,20.200000000000003,,1,clickbait
False,False,False,False,3,6,8,5.0,16.430769230769233,,1,no-clickbait
False,False,False,False,0,0,3,3.0,18.933333333333334,,1,no-clickbait
False,False,False,False,1,3,2,4.5,35.2,,1,no-clickbait
False,True,False,False,12,31,1,12.5,44.915231788079474,,1,clickbait
False,False,False,False,1,3,2,5.0,30.13333333333334,,0,clickbait
False,False,False,False,0,0,0,3.5,26.0,,1,clickbait
False,False,False,False,0,0,2,8.0,26.666666666666664,,1,clickbait
False,False,False,False,1,3,5,4.5,26.0,,1,no-clickbait
False,False,False,False,0,0,1,5.5,23.46666666666667,,1,no-clickbait
False,False,False,False,0,0,0,3.5,5.6000000000000005,,1,no-clickbait
False,False,False,False,0,0,0,5.75,16.430769230769233,,1,no-clickbait
False,False,True,False,0,1,4,4.0,10.036363636363639,,1,no-clickbait
False,False,False,False,0,1,0,3.0,18.933333333333334,,1,no-clickbait
False,True,False,False,0,2,0,8.0,18.08888888888889,,1,no-clickbait
False,False,False,False,0,0,1,1.5,24.400000000000002,,1,no-clickbait
False,False,False,False,0,0,1,2.5,16.228571428571428,,1,no-clickbait
False,False,False,False,0,1,1,5.5,13.353846153846156,,1,clickbait
False,False,False,False,1,3,3,4.5,16.8,,1,no-clickbait
False,False,False,False,0,1,2,5.5,13.314285714285715,,1,no-clickbait
False,False,False,False,0,1,6,-1.0,42.800000000000004,,1,no-clickbait
False,False,False,False,1,2,7,4.0,16.8,,1,clickbait
False,False,False,False,0,1,4,3.0,22.0,,1,no-clickbait
False,False,False,False,0,0,3,2.0,27.65714285714286,,1,no-clickbait
False,False,False,False,0,0,3,3.0,14.488888888888889,,1,no-clickbait
False,False,False,False,2,6,1,6.5,15.858823529411765,,1,clickbait
False,False,False,False,0,2,8,4.5,24.581818181818182,,1,clickbait
False,False,False,False,0,1,2,2.0,27.65714285714286,,1,clickbait
False,False,False,False,1,3,5,5.5,22.58461538461539,,1,clickbait
False,False,False,False,0,2,5,3.0,14.488888888888889,,1,no-clickbait
False,False,False,True,2,4,1,3.5,25.200000000000003,,1,clickbait
False,False,False,False,0,1,3,6.0,13.314285714285715,,1,clickbait
False,False,True,False,0,0,0,4.0,23.37777777777778,,1,clickbait
False,False,False,False,0,1,0,5.0,20.133333333333333,,1,clickbait
False,False,True,False,1,3,0,6.0,20.133333333333333,,1,no-clickbait
False,False,False,False,0,0,3,10.5,22.231578947368423,,1,clickbait
False,False,False,False,0,0,2,3.5,23.37777777777778,,1,no-clickbait
False,False,False,False,0,1,0,2.0,34.0,,1,no-clickbait
False,False,False,False,0,1,2,5.0,10.133333333333333,,1,no-clickbait
False,False,False,False,7,8,0,3.5,10.044444444444444,,1,no-clickbait
False,True,False,False,0,2,3,8.5,16.0,,1,clickbait
False,False,False,False,0,0,0,2.5,27.65714285714286,,1,clickbait
False,False,False,False,0,0,1,5.5,13.672727272727276,,1,no-clickbait
False,False,False,False,2,5,0,4.0,35.49090909090909,,1,no-clickbait
False,False,False,False,2,4,1,2.0,21.942857142857143,,1,clickbait
False,False,False,False,0,0,0,3.0,18.933333333333334,,1,no-clickbait
False,False,False,False,0,0,1,5.5,13.314285714285715,,1,clickbait
False,False,False,False,0,1,5,4.5,17.30909090909091,,1,clickbait
False,False,False,False,0,0,1,7.0,15.9,,1,clickbait
False,False,False,False,0,0,3,5.0,13.466666666666667,,0,clickbait
False,False,True,False,0,0,0,4.0,13.672727272727276,,1,no-clickbait
False,False,False,False,0,0,1,4.5,17.30909090909091,,1,no-clickbait
False,False,False,False,1,4,2,2.5,25.200000000000003,,1,no-clickbait
False,False,False,False,1,4,3,7.5,15.858823529411765,,1,clickbait
False,False,False,False,0,1,1,3.5,14.0,,1,clickbait
False,False,False,True,3,4,5,5.5,25.661538461538466,,1,clickbait
False,False,False,False,1,3,6,3.5,23.37777777777778,,1,no-clickbait
False,True,False,False,1,2,9,4.0,20.133333333333333,,1,clickbait
False,False,False,True,0,1,2,5.5,19.02857142857143,,1,clickbait
False,False,False,False,4,6,1,7.0,19.02857142857143,,1,no-clickbait
False,True,False,False,6,28,3,12.375,44.93333333333334,,1,clickbait
False,False,False,False,2,5,2,6.0,21.885714285714286,,1,clickbait
False,False,False,False,0,2,1,5.5,16.171428571428574,,1,clickbait
False,False,True,False,0,0,0,5.0,14.0,,1,no-clickbait
False,False,False,False,0,0,3,12.0,26.400000000000002,,1,no-clickbait
False,False,False,False,3,5,4,1.5,24.400000000000002,,1,no-clickbait
False,False,False,False,0,1,6,3.0,10.200000000000001,,1,no-clickbait
False,False,False,False,0,2,0,3.5,28.218181818181815,,1,no-clickbait
False,True,False,False,16,36,3,13.0,44.43783783783784,,1,clickbait
False,False,False,False,2,5,4,3.5,24.581818181818182,,1,clickbait
False,False,False,False,1,2,4,2.5,25.200000000000003,,1,no-clickbait
False,False,False,False,0,1,0,5.0,13.466666666666667,,1,no-clickbait
False,False,False,False,0,1,5,2.25,17.73333333333333,,1,no-clickbait
False,False,False,False,6,8,10,1.5,20.0,,1,no-clickbait
False,False,False,False,0,2,4,4.0,14.0,,1,no-clickbait
False,True,True,False,0,0,0,7.0,13.333333333333336,,1,no-clickbait
False,False,False,False,0,1,2,5.5,27.822222222222223,,1,clickbait
False,False,False,False,0,1,7,2.0,30.200000000000003,,1,no-clickbait
False,False,False,False,1,3,2,5.5,16.430769230769233,,1,no-clickbait
False,False,False,False,0,3,2,1.75,11.472727272727274,,1,no-clickbait
False,False,False,False,0,0,0,3.0,25.200000000000003,,1,clickbait
False,False,False,False,6,7,6,2.5,25.200000000000003,,1,clickbait
False,False,False,False,2,3,5,1.0,23.6,,1,no-clickbait
False,True,False,False,27,49,4,8.6,40.30996865203762,,1,no-clickbait
False,False,False,False,0,0,1,6.5,13.333333333333336,,1,no-clickbait
False,False,False,False,2,4,2,3.5,27.65714285714286,,1,clickbait
False,True,False,False,0,1,2,6.0,23.46666666666667,,1,no-clickbait
False,False,False,False,3,6,2,6.0,20.900000000000002,,1,no-clickbait
False,False,False,False,0,0,2,3.5,18.933333333333334,,1,no-clickbait
False,False,False,False,0,2,4,4.5,23.46666666666667,,1,clickbait
False,False,False,False,1,3,1,3.5,14.0,,1,no-clickbait
False,False,False,False,0,2,6,4.5,28.738461538461536,,1,no-clickbait
False,True,False,False,0,1,4,10.5,19.923809523809524,,1,no-clickbait
False,False,False,False,0,1,3,2.0,25.200000000000003,,1,no-clickbait
False,False,False,False,0,1,6,5.5,16.0,,0,no-clickbait
False,False,False,False,1,2,1,2.0,32.266666666666666,,1,no-clickbait
False,False,False,False,0,0,3,2.5,15.200000000000001,,1,no-clickbait
False,False,False,False,0,1,3,4.0,20.94545454545455,,1,clickbait
False,False,False,False,0,0,0,4.0,18.933333333333334,,1,no-clickbait
False,False,False,False,0,0,2,3.5,22.0,,1,no-clickbait
False,False,False,False,0,0,0,1.0,17.73333333333333,,1,no-clickbait
False,False,False,False,0,1,2,5.0,16.8,,1,clickbait
False,False,False,False,0,0,0,5.0,20.133333333333333,,1,no-clickbait
False,False,False,False,1,3,6,7.0,16.8,,1,no-clickbait
False,False,True,False,0,0,3,2.0,10.514285714285714,,1,no-clickbait
False,False,False,False,1,2,5,0.5,43.6,,1,no-clickbait
False,False,True,False,0,0,2,7.0,10.9,,1,no-clickbait
False,False,False,False,0,2,4,2.0,36.0,,1,clickbait
False,False,False,False,3,5,4,3.5,14.0,,1,no-clickbait
False,False,False,False,0,0,2,2.5,10.514285714285714,,1,no-clickbait
False,True,False,False,0,0,5,15.5,20.49655172413793,,1,no-clickbait
False,False,False,False,0,0,1,5.0,26.8,,1,no-clickbait
False,False,False,False,0,1,6,4.0,13.672727272727276,,1,no-clickbait
False,False,False,False,0,2,5,6.5,22.917647058823533,,1,clickbait
False,False,False,False,2,4,5,3.0,15.200000000000001,,1,clickbait
False,False,False,False,3,7,4,5.0,20.133333333333333,,1,no-clickbait
False,False,False,False,0,1,5,5.0,13.466666666666667,,1,clickbait
False,False,False,False,3,7,3,4.5,24.581818181818182,,1,no-clickbait
False,False,False,False,0,0,2,3.5,23.37777777777778,,1,clickbait
False,False,False,False,2,5,3,2.0,30.200000000000003,,1,no-clickbait
False,False,False,False,0,1,4,3.0,23.37777777777778,,1,no-clickbait
False,False,False,False,1,2,3,5.5,13.353846153846156,,0,clickbait
False,False,False,False,0,2,3,5.5,20.94545454545455,,1,no-clickbait
False,False,False,False,3,5,0,3.0,14.488888888888889,,1,clickbait
False,False,False,False,0,0,0,5.5,16.171428571428574,,1,no-clickbait
False,False,False,False,0,1,5,0.5,29.866666666666664,,1,clickbait
False,False,True,False,1,2,0,4.5,23.37777777777778,,1,no-clickbait
False,False,False,False,0,0,0,4.0,17.30909090909091,,1,no-clickbait
False,False,False,False,8,11,3,3.0,31.854545454545452,,1,no-clickbait
False,False,False,False,1,2,7,3.0,10.200000000000001,,1,clickbait
False,False,False,False,0,0,2,3.0,15.200000000000001,,1,no-clickbait
False,False,False,False,0,2,5,3.5,24.581818181818182,,1,no-clickbait
False,False,False,False,1,6,5,8.5,20.311111111111114,,1,no-clickbait
False,False,False,False,0,1,2,3.5,10.044444444444444,,1,no-clickbait
False,False,False,False,0,0,0,11.0,27.163636363636364,,1,no-clickbait
False,False,True,False,0,0,1,5.5,20.133333333333333,,1,no-clickbait
False,False,False,False,0,0,3,3.5,14.0,,1,no-clickbait
False,False,False,False,0,2,4,4.0,16.8,,1,no-clickbait
False,False,True,False,0,0,0,4.5,6.4,,1,no-clickbait
False,False,False,False,3,5,3,4.5,6.4,,1,no-clickbait
False,False,False,False,2,5,1,4.0,20.94545454545455,,1,no-clickbait
False,False,False,False,0,1,6,5.0,20.94545454545455,,1,no-clickbait
False,False,False,False,2,4,4,4.5,20.133333333333333,,1,clickbait
False,True,False,False,0,1,6,3.0,14.488888888888889,,1,no-clickbait
False,False,False,False,0,0,5,4.5,13.672727272727276,,1,no-clickbait
False,False,False,False,0,3,0,6.0,13.4,,1,no-clickbait
False,True,False,False,14,34,2,12.375,44.265762711864404,,1,no-clickbait
False,False,False,False,1,4,3,5.5,19.50769230769231,,1,no-clickbait
False,False,False,False,1,3,3,5.0,16.8,,1,clickbait
False,False,False,False,1,2,4,2.0,16.228571428571428,,1,no-clickbait
False,False,False,False,0,0,2,1.5,36.0,,1,clickbait
False,False,False,False,0,1,2,2.5,10.514285714285714,,1,no-clickbait
False,False,False,False,0,1,3,7.0,26.666666666666664,,1,no-clickbait
False,False,False,False,0,0,0,9.0,29.6,,1,no-clickbait
False,False,False,False,0,0,3,11.0,24.8,,0,clickbait
False,False,True,False,0,1,0,3.0,26.0,,1,no-clickbait
False,False,True,False,0,0,5,4.0,13.672727272727276,,1,no-clickbait
False,True,False,False,1,2,4,7.5,13.505882352941178,,1,clickbait
False,False,False,False,0,1,11,8.5,22.917647058823533,,1,clickbait
False,False,False,False,7,9,2,4.5,16.8,,1,no-clickbait
False,False,False,False,1,2,3,2.5,27.65714285714286,,1,no-clickbait
False,False,False,False,0,2,8,4.5,13.672727272727276,,0,no-clickbait
False,False,False,False,0,0,6,3.0,14.488888888888889,,1,no-clickbait
False,False,False,False,0,2,4,2.5,26.0,,1,no-clickbait
False,False,False,False,0,1,6,2.5,20.200000000000003,,1,clickbait
False,True,False,False,0,1,2,7.0,16.171428571428574,,1,no-clickbait
False,False,False,False,1,2,5,4.0,20.94545454545455,,1,no-clickbait
False,True,False,False,0,0,0,6.0,16.171428571428574,,0,no-clickbait
False,True,False,False,14,35,1,12.5,44.915231788079474,,1,clickbait
False,False,False,False,0,0,0,3.0,23.37777777777778,,1,no-clickbait
False,True,False,False,8,18,3,12.5,37.983926940639265,,1,no-clickbait
False,False,False,False,2,5,2,6.0,21.885714285714286,,1,no-clickbait
False,False,False,False,0,0,1,12.5,21.630769230769232,,1,no-clickbait
False,False,False,True,1,2,5,5.5,13.353846153846156,,1,no-clickbait
False,False,False,False,0,0,1,6.0,19.02857142857143,,1,clickbait
False,False,False,False,0,3,3,3.5,18.933333333333334,,1,clickbait
False,False,False,False,0,0,1,2.5,34.0,,1,clickbait
False,False,False,False,0,1,3,10.5,14.436363636363637,,1,no-clickbait
False,False,False,False,0,3,3,3.0,10.200000000000001,,1,clickbait
False,False,True,False,0,0,0,3.0,14.488888888888889,,1,no-clickbait
