@RELATION clickbait_sample

@ATTRIBUTE "word count" NUMERIC
@ATTRIBUTE "average word length" NUMERIC
@ATTRIBUTE "length of the longest word" NUMERIC
@ATTRIBUTE "whether start with number" {True, False}
@ATTRIBUTE "whether start with who/what/why/where/when/how" {True, False}
@ATTRIBUTE label {0, 1}

@DATA
15,5.133333333333334,11,False,False,0
11,5.181818181818182,10,False,False,0
6,6.0,14,False,False,1
24,3.7916666666666665,8,False,False,0
14,4.357142857142857,8,False,False,0
19,3.6315789473684212,8,False,False,0
15,4.666666666666667,10,False,False,0
3,4.666666666666667,7,False,False,1
10,5.8,9,False,False,0
11,4.090909090909091,8,False,False,0
14,3.5714285714285716,7,False,False,0
15,4.066666666666666,8,False,False,0
12,4.333333333333333,7,False,False,0
13,3.923076923076923,9,True,False,1
12,5.0,12,False,False,1
9,5.0,8,False,False,0
19,4.526315789473684,15,False,False,0
9,4.444444444444445,8,False,False,0
10,5.0,9,False,False,1
11,4.090909090909091,8,False,False,1
7,5.857142857142857,9,False,False,0
16,4.125,11,False,False,0
11,5.545454545454546,10,False,False,0
13,4.615384615384615,10,False,False,0
26,3.8461538461538463,8,False,False,0
15,4.266666666666667,9,False,False,0
15,3.933333333333333,9,False,False,1
12,4.166666666666667,9,False,False,1
15,3.7333333333333334,8,False,False,1
17,4.647058823529412,8,False,False,0
20,3.55,13,False,True,0
8,6.625,11,False,False,0
17,4.0,7,False,False,0
17,3.764705882352941,8,False,False,0
19,3.210526315789474,8,False,False,0
20,4.9,11,False,False,0
16,4.1875,8,False,False,0
15,5.066666666666666,12,False,False,0
15,3.6,9,False,False,1
12,4.5,9,False,False,0
17,3.7058823529411766,8,False,False,0
15,4.6,9,False,False,0
1,4.0,4,False,False,1
15,4.066666666666666,9,False,True,1
9,5.111111111111111,8,False,False,0
19,4.684210526315789,13,False,False,0
8,4.625,9,False,False,1
15,4.466666666666667,9,False,False,1
12,4.5,9,False,False,1
13,4.3076923076923075,8,False,False,0
14,5.214285714285714,9,False,False,1
15,4.466666666666667,10,False,False,0
10,3.7,6,False,False,1
25,3.72,9,False,False,1
19,5.0,11,False,False,0
18,4.722222222222222,11,False,False,0
20,3.45,7,False,False,0
16,4.5,12,False,False,1
18,4.722222222222222,9,False,False,0
22,3.5454545454545454,9,False,False,0
20,4.95,13,False,False,0
9,4.555555555555555,8,False,False,1
15,3.466666666666667,7,False,False,0
25,3.92,10,False,False,0
22,3.5454545454545454,10,False,False,0
7,5.142857142857143,9,False,False,0
8,3.75,9,False,True,1
16,3.5625,8,False,False,0
16,4.375,9,False,False,0
13,5.6923076923076925,14,False,False,0
17,5.352941176470588,9,False,False,0
17,3.764705882352941,8,False,False,0
18,3.888888888888889,9,False,False,0
21,3.2857142857142856,8,False,False,0
12,4.833333333333333,11,False,False,0
15,4.6,9,False,False,0
11,4.363636363636363,9,False,False,1
10,6.0,10,False,False,1
8,5.75,9,False,False,0
13,4.384615384615385,9,False,False,0
12,5.0,14,False,False,0
17,3.588235294117647,7,False,False,1
11,5.181818181818182,10,False,False,0
4,3.25,4,False,False,1
14,3.9285714285714284,9,True,False,1
6,4.5,8,True,False,1
15,3.8,11,False,False,0
13,5.0,9,False,True,1
14,4.071428571428571,10,False,False,0
10,4.2,9,False,True,1
13,3.923076923076923,8,False,False,0
8,3.75,8,True,False,0
21,4.095238095238095,11,False,False,1
14,5.071428571428571,11,True,False,0
15,4.6,11,False,False,0
10,3.4,9,False,False,0
16,4.875,11,False,False,0
15,3.466666666666667,9,False,False,0
12,4.666666666666667,7,True,False,0
19,4.0,12,False,False,0
15,4.2,8,False,False,0
8,3.75,6,False,False,1
10,5.7,10,False,False,0
19,5.052631578947368,11,False,False,0
5,5.4,8,False,False,0
14,4.214285714285714,9,False,False,1
22,4.409090909090909,9,False,False,0
20,5.2,13,False,False,0
17,4.117647058823529,8,False,False,1
14,3.5714285714285716,8,False,False,0
14,4.357142857142857,8,False,False,0
13,5.153846153846154,9,False,False,0
9,6.666666666666667,14,False,False,0
12,5.333333333333333,11,False,False,1
16,3.8125,10,False,False,0
15,4.4,8,False,False,1
7,3.5714285714285716,7,False,False,1
11,3.5454545454545454,6,False,False,1
19,4.0,9,False,False,1
16,4.625,9,False,False,0
13,4.230769230769231,8,False,False,0
17,4.176470588235294,10,True,False,0
14,4.357142857142857,7,False,False,0
19,3.4210526315789473,6,False,False,0
12,3.6666666666666665,10,False,False,0
16,4.0,7,False,False,0
18,5.333333333333333,11,False,False,0
11,5.2727272727272725,9,False,False,0
12,3.9166666666666665,8,False,False,1
18,4.722222222222222,9,False,False,0
11,4.2727272727272725,8,False,False,0
13,4.153846153846154,10,False,False,0
17,4.9411764705882355,9,False,False,0
27,3.6296296296296298,13,False,False,0
12,4.583333333333333,8,False,False,1
17,4.470588235294118,11,False,False,1
8,7.375,12,False,False,0
15,5.2,17,False,False,0
23,4.217391304347826,10,False,False,0
10,4.1,8,False,False,0
8,4.25,8,True,False,1
10,5.3,10,True,False,1
13,4.153846153846154,8,False,False,0
10,5.5,9,False,False,0
18,4.944444444444445,14,False,False,0
19,4.157894736842105,9,False,False,0
12,6.416666666666667,13,False,False,0
8,5.0,8,False,False,0
19,4.842105263157895,22,False,False,0
9,4.555555555555555,8,False,True,1
13,5.076923076923077,9,False,True,1
17,3.176470588235294,7,False,False,1
12,3.6666666666666665,6,False,False,0
10,4.0,9,False,False,1
23,4.260869565217392,11,False,False,1
17,3.6470588235294117,10,False,False,0
19,4.842105263157895,10,False,False,0
17,4.176470588235294,9,False,False,0
16,4.25,8,False,False,0
12,3.6666666666666665,7,False,True,1
24,3.8333333333333335,13,False,False,0
10,4.2,13,False,False,1
18,5.5,10,False,False,0
13,3.769230769230769,8,False,False,0
9,3.888888888888889,7,True,False,1
21,3.5714285714285716,8,False,False,1
13,4.769230769230769,8,False,True,0
10,6.1,17,False,False,0
26,3.6153846153846154,9,False,False,0
28,3.3214285714285716,7,False,False,0
10,4.5,8,False,False,1
12,3.3333333333333335,12,False,False,1
16,4.375,9,False,False,0
15,4.333333333333333,15,False,False,1
16,5.1875,15,False,False,0
6,4.666666666666667,10,False,False,1
16,4.125,8,False,False,0
10,4.4,8,False,False,1
15,5.866666666666666,12,False,False,0
9,5.666666666666667,9,False,False,1
11,5.909090909090909,11,False,False,0
19,3.8421052631578947,11,False,False,0
26,3.8076923076923075,12,False,False,1
14,3.7857142857142856,11,False,False,0
9,7.111111111111111,11,False,False,0
9,4.0,6,False,False,0
14,5.714285714285714,13,False,False,0
11,4.909090909090909,15,False,False,0
12,3.5833333333333335,7,False,False,1
13,4.846153846153846,10,False,False,0
14,4.357142857142857,9,False,False,1
13,5.6923076923076925,11,False,False,0
15,5.133333333333334,17,False,False,0
15,3.6666666666666665,9,False,False,1
14,3.5714285714285716,6,False,False,1
8,3.75,6,False,True,1
17,4.0,8,False,False,0
14,5.0,10,False,False,0
11,6.454545454545454,15,False,False,0
12,4.666666666666667,8,False,False,0
18,4.166666666666667,9,False,False,0
17,4.294117647058823,9,False,False,0
19,4.947368421052632,9,False,False,0
9,4.777777777777778,10,False,False,0
3,3.3333333333333335,4,False,False,1
22,4.363636363636363,13,False,False,0
15,4.8,8,False,False,0
16,4.4375,10,False,False,0
12,4.333333333333333,15,False,False,1
11,5.181818181818182,10,False,False,0
9,6.666666666666667,14,False,False,0
20,3.65,9,False,False,0
13,4.461538461538462,15,False,False,0
21,3.7142857142857144,9,False,False,0
12,4.083333333333333,9,False,False,0
11,4.454545454545454,8,False,False,0
13,4.153846153846154,8,False,False,0
13,5.0,9,False,False,0
16,4.75,10,False,False,0
12,5.166666666666667,8,False,True,0
21,4.333333333333333,14,False,False,0
17,4.0,9,False,False,0
21,4.0,10,False,False,0
19,4.684210526315789,11,False,False,0
12,3.0833333333333335,6,False,False,0
13,3.6923076923076925,9,False,True,1
3,2.3333333333333335,3,False,False,1
15,3.933333333333333,6,False,False,0
11,5.090909090909091,9,False,False,0
15,3.8666666666666667,8,False,False,0
12,4.416666666666667,11,False,False,0
2,4.0,5,False,False,1
8,6.25,10,False,False,0
12,4.583333333333333,9,False,False,0
7,5.142857142857143,8,False,False,0
17,4.647058823529412,10,False,False,0
12,5.25,10,False,False,0
13,4.846153846153846,9,False,False,0
26,3.6538461538461537,12,False,False,0
13,5.153846153846154,8,False,False,0
15,4.866666666666666,8,False,True,1
12,5.166666666666667,10,False,False,0
8,4.125,7,False,False,1
11,4.454545454545454,14,False,False,0
16,3.6875,6,False,False,0
9,4.444444444444445,8,False,False,0
15,4.733333333333333,9,False,False,0
15,4.866666666666666,14,False,False,1
15,3.8666666666666667,8,False,False,0
18,4.611111111111111,14,False,False,0
16,4.625,13,False,False,0
12,3.9166666666666665,7,False,False,0
11,4.090909090909091,13,False,False,0
10,5.1,14,False,False,1
17,3.2941176470588234,10,False,False,0
12,4.75,8,False,False,0
16,3.8125,8,False,False,0
8,3.375,6,False,False,1
6,6.666666666666667,9,False,False,0
8,6.5,14,False,False,0
19,3.736842105263158,8,False,False,0
14,5.214285714285714,11,False,False,1
3,7.0,12,False,False,1
15,3.8,8,False,False,1
11,4.7272727272727275,10,False,False,1
2,3.5,4,False,False,1
11,3.8181818181818183,8,False,False,0
15,4.066666666666666,7,False,False,1
18,3.5555555555555554,9,False,False,0
10,4.9,9,False,True,1
13,5.076923076923077,9,True,False,1
9,4.555555555555555,9,False,False,1
13,4.230769230769231,7,False,False,0
15,4.733333333333333,9,False,False,0
11,6.181818181818182,12,False,False,0
15,4.6,10,False,False,0
14,3.9285714285714284,9,False,False,0
11,4.909090909090909,9,False,False,0
13,6.076923076923077,10,False,False,0
19,5.052631578947368,10,False,False,0
7,2.857142857142857,8,False,False,0
13,5.3076923076923075,12,False,False,0
13,4.384615384615385,8,False,False,0
11,4.7272727272727275,8,False,False,0
12,4.916666666666667,9,False,False,0
23,3.782608695652174,8,False,False,1
11,4.363636363636363,9,False,False,0
11,3.909090909090909,7,False,False,0
18,4.0,7,False,False,1
15,4.733333333333333,9,False,False,0
17,5.235294117647059,14,False,False,0
9,5.666666666666667,9,False,False,0
13,3.3076923076923075,6,False,False,1
10,4.5,8,False,False,1
19,4.421052631578948,14,False,False,0
17,3.7058823529411766,9,False,False,0
12,5.25,11,False,False,0
23,3.130434782608696,7,False,False,1
14,4.785714285714286,12,False,False,0
24,3.125,6,False,False,0
14,3.857142857142857,10,False,False,1
11,5.181818181818182,9,False,False,1
13,4.615384615384615,12,False,False,0
3,3.6666666666666665,5,False,False,1
14,4.785714285714286,12,False,False,0
13,4.0,10,False,False,0
15,3.466666666666667,7,True,False,0
10,4.8,10,False,True,0
13,5.769230769230769,13,False,False,1
13,4.153846153846154,6,False,False,0
8,5.5,9,False,False,1
10,4.8,9,False,False,0
10,4.6,10,False,False,0
9,5.0,8,False,False,1
24,4.166666666666667,9,False,False,0
16,4.25,6,False,False,1
13,3.6923076923076925,8,False,False,0
13,4.6923076923076925,10,False,False,0
13,3.6923076923076925,8,True,False,0
20,3.85,9,False,False,0
13,5.076923076923077,12,False,False,0
14,4.071428571428571,9,False,False,0
12,5.416666666666667,11,False,False,1
12,4.583333333333333,8,False,True,0
13,4.384615384615385,7,False,False,0
3,6.333333333333333,9,False,False,1
12,4.666666666666667,8,False,False,0
15,3.7333333333333334,7,False,False,0
13,3.4615384615384617,7,False,False,1
17,3.7058823529411766,8,False,False,0
17,3.4705882352941178,11,False,False,1
19,3.4210526315789473,9,False,False,0
13,5.384615384615385,10,False,False,0
15,5.0,11,False,False,0
16,3.5625,9,False,False,0
16,5.25,9,False,False,0
14,4.071428571428571,7,False,False,0
17,4.294117647058823,8,False,False,1
13,5.461538461538462,9,False,False,0
12,5.083333333333333,10,False,False,0
16,5.0,9,False,False,0
13,4.615384615384615,9,False,False,1
6,5.5,7,False,False,0
20,3.8,10,False,False,0
12,3.5,8,False,False,0
12,4.583333333333333,9,False,False,1
10,4.6,8,False,False,0
17,3.588235294117647,7,False,False,0
15,4.266666666666667,9,False,False,0
11,4.545454545454546,7,False,False,0
14,5.142857142857143,12,False,False,0
11,5.0,8,False,False,0
17,3.5294117647058822,8,False,False,0
22,4.5,14,False,False,0
12,4.166666666666667,10,False,False,0
24,4.333333333333333,11,False,False,0
14,4.5,11,False,False,0
14,5.071428571428571,9,False,False,0
11,4.454545454545454,8,False,False,0
15,4.266666666666667,10,False,False,0
9,5.0,12,False,False,0
14,5.5,13,False,False,0
16,4.5625,11,False,False,0
17,4.176470588235294,10,False,False,0
21,2.857142857142857,5,False,False,0
24,3.4166666666666665,8,False,False,0
17,5.470588235294118,11,False,False,0
18,4.388888888888889,9,False,False,0
9,4.555555555555555,8,True,False,1
3,5.333333333333333,8,False,False,1
13,4.615384615384615,8,False,False,0
11,6.2727272727272725,12,False,False,0
11,6.0,12,False,False,0
12,4.5,10,False,False,0
12,5.166666666666667,12,False,False,0
17,3.5294117647058822,10,False,True,1
17,3.5294117647058822,7,False,False,0
20,4.25,9,False,False,0
10,4.9,10,False,False,0
10,6.1,11,False,False,0
16,4.1875,8,False,False,0
15,4.133333333333334,12,True,False,1
16,4.0,10,False,False,0
16,4.75,15,False,False,0
18,4.277777777777778,8,False,False,1
21,4.761904761904762,11,False,False,0
14,4.428571428571429,9,False,False,0
15,3.933333333333333,10,False,False,0
14,4.357142857142857,9,False,False,1
12,4.916666666666667,11,True,False,1
13,4.923076923076923,11,False,False,1
13,5.230769230769231,12,False,False,1
13,5.846153846153846,12,False,False,0
14,3.642857142857143,7,False,False,0
10,3.8,8,True,False,1
12,6.333333333333333,14,False,False,0
10,4.2,8,True,False,1
11,4.454545454545454,11,False,False,0
16,4.8125,8,False,False,0
7,4.857142857142857,10,False,False,0
17,3.8823529411764706,7,False,False,0
20,3.65,8,False,False,0
20,4.5,9,False,False,0
15,4.066666666666666,10,False,True,1
17,4.176470588235294,9,False,False,0
10,5.5,10,False,False,0
16,4.625,10,False,False,0
18,3.888888888888889,10,False,False,0
26,3.0,5,False,False,1
16,3.875,6,False,False,1
8,5.25,11,False,False,1
12,5.416666666666667,9,False,False,0
10,5.8,11,False,False,1
18,4.277777777777778,10,False,False,0
18,3.8333333333333335,7,False,False,0
14,5.142857142857143,9,True,False,0
25,3.76,10,False,False,0
10,4.7,8,False,False,0
12,4.333333333333333,9,False,False,1
15,5.533333333333333,17,False,False,0
17,3.411764705882353,9,False,False,1
19,4.2105263157894735,9,False,False,0
9,5.888888888888889,11,False,False,0
12,5.083333333333333,8,False,False,0
9,5.555555555555555,9,False,False,0
10,4.3,7,False,True,0
10,5.6,8,False,False,0
7,3.142857142857143,6,False,False,1
14,4.285714285714286,7,False,False,0
19,3.3157894736842106,8,False,False,0
10,3.5,7,False,False,0
8,5.375,10,False,False,0
18,3.7777777777777777,7,False,False,0
15,3.8,9,False,False,0
16,4.1875,10,False,False,0
14,4.214285714285714,7,False,False,0
18,5.166666666666667,14,False,False,0
13,4.538461538461538,8,False,False,0
12,3.5,7,False,False,0
16,4.3125,7,False,False,0
13,3.230769230769231,5,False,False,0
17,3.5294117647058822,6,False,False,0
19,3.8947368421052633,8,False,False,1
9,6.0,10,False,False,0
17,4.294117647058823,10,False,False,0
16,4.25,8,False,False,0
12,5.0,8,False,False,0
13,4.538461538461538,7,False,False,0
18,4.222222222222222,8,False,False,0
14,4.428571428571429,12,False,False,0
8,6.875,11,False,False,0
15,3.466666666666667,8,False,False,0
13,4.461538461538462,9,False,False,0
10,4.4,7,False,True,1
11,5.2727272727272725,7,False,False,0
17,3.9411764705882355,9,False,False,0
7,3.7142857142857144,6,False,False,0
11,5.181818181818182,9,True,False,0
11,3.090909090909091,6,False,False,1
18,5.444444444444445,12,True,False,0
12,3.9166666666666665,7,False,False,0
16,3.875,10,False,False,0
12,4.083333333333333,8,False,False,0
11,4.545454545454546,9,False,False,1
18,4.277777777777778,12,False,False,0
20,4.85,16,False,False,0
12,4.75,10,True,False,1
21,3.2857142857142856,7,False,False,0
10,6.4,9,False,False,0
14,4.857142857142857,8,False,False,0
10,4.2,9,False,True,0
16,4.0625,8,False,False,0
15,5.0,9,False,False,0
13,5.153846153846154,12,False,False,1
18,5.0,9,False,False,0
8,5.0,9,False,False,1
16,3.375,8,False,False,0
10,4.8,9,False,False,0
12,4.416666666666667,9,False,False,0
11,4.909090909090909,12,False,False,1
11,5.636363636363637,10,False,False,0
13,5.3076923076923075,14,False,False,0
13,3.6923076923076925,8,False,False,1
16,5.5625,11,False,False,0
12,5.166666666666667,11,False,False,1
16,4.25,9,False,False,0
18,4.722222222222222,11,False,False,0
9,4.444444444444445,8,False,False,0
13,5.923076923076923,9,False,False,0
16,4.875,8,False,False,0
11,5.181818181818182,14,False,False,0
10,5.5,13,False,False,0
16,4.75,11,False,False,0
1,6.0,6,False,False,1
15,4.733333333333333,9,False,False,0
16,4.375,14,False,False,0
11,4.2727272727272725,10,False,False,0
13,5.153846153846154,16,False,False,0
10,4.6,8,False,False,0
19,4.052631578947368,11,False,False,0
11,3.3636363636363638,5,False,True,1
13,5.076923076923077,12,False,False,1
19,4.421052631578948,8,False,False,0
2,5.0,9,False,False,1
18,4.888888888888889,12,False,False,0
19,3.6842105263157894,8,False,False,0
23,4.217391304347826,9,False,False,0
13,4.0,9,False,False,0
12,4.25,9,False,False,0
5,6.6,11,False,False,0
13,5.0,10,False,False,0
14,4.214285714285714,8,False,True,1
8,8.0,16,False,False,0
15,4.0,7,False,False,0
8,5.75,11,False,False,1
16,4.375,7,False,False,0
11,4.090909090909091,7,False,False,0
16,4.375,8,False,False,0
9,5.111111111111111,10,False,False,0
17,4.411764705882353,11,False,False,0
16,3.9375,8,False,False,0
10,4.2,7,False,False,0
15,4.666666666666667,9,False,False,0
8,5.625,9,False,False,0
18,3.888888888888889,10,False,False,0
17,4.470588235294118,15,False,False,0
16,4.3125,14,False,False,0
7,4.428571428571429,9,False,False,1
12,4.416666666666667,8,False,False,0
18,3.8333333333333335,9,False,False,0
13,5.923076923076923,13,False,False,0
17,3.5294117647058822,8,False,False,0
9,5.888888888888889,14,False,False,0
12,6.416666666666667,13,False,False,0
13,3.6923076923076925,9,False,False,1
13,4.076923076923077,9,False,False,1
17,4.470588235294118,9,False,False,0
15,5.866666666666666,14,False,False,0
10,5.4,8,False,True,0
14,3.857142857142857,9,False,False,1
14,4.214285714285714,8,False,False,0
9,7.0,9,False,False,1
18,4.111111111111111,11,False,False,0
15,4.933333333333334,9,False,False,0
15,5.0,8,False,False,0
14,4.857142857142857,9,False,False,0
11,4.363636363636363,8,False,False,0
15,4.933333333333334,11,False,False,0
18,5.111111111111111,13,False,False,0
13,4.230769230769231,12,False,False,0
14,4.571428571428571,8,False,False,1
16,4.0625,9,False,False,1
13,4.461538461538462,10,False,False,0
12,4.166666666666667,8,False,False,0
8,6.125,14,False,True,0
15,5.266666666666667,9,False,False,0
10,6.6,13,False,False,0
14,4.428571428571429,8,False,False,0
10,5.5,7,False,False,0
15,4.733333333333333,11,False,False,0
20,3.8,8,False,False,1
12,4.833333333333333,12,False,False,0
12,4.083333333333333,10,False,False,1
7,4.142857142857143,8,False,False,0
6,5.0,11,False,False,0
22,3.6363636363636362,10,False,False,0
14,5.357142857142857,14,False,False,0
18,4.833333333333333,13,False,False,0
9,4.888888888888889,8,False,False,0
12,4.666666666666667,7,False,False,0
14,4.571428571428571,9,False,False,0
11,5.0,9,False,False,0
11,4.454545454545454,8,False,False,0
3,4.333333333333333,7,False,False,1
16,4.875,9,False,False,0
6,7.166666666666667,15,False,False,0
16,3.875,14,False,False,0
11,5.090909090909091,9,False,False,0
7,4.0,9,True,False,1
12,4.333333333333333,10,False,False,0
13,5.461538461538462,10,False,False,0
15,4.933333333333334,10,False,False,0
13,5.0,12,False,False,0
8,5.5,10,False,False,0
3,3.3333333333333335,6,False,False,1
9,4.666666666666667,15,False,True,1
19,3.789473684210526,10,False,False,0
9,5.333333333333333,11,False,False,0
20,4.4,10,False,False,0
17,3.6470588235294117,6,False,False,0
13,4.538461538461538,7,False,False,0
20,4.0,10,False,False,0
20,4.6,8,False,False,0
16,4.1875,8,False,False,0
21,4.142857142857143,9,False,False,0
12,4.583333333333333,8,False,False,0
15,4.733333333333333,11,False,False,0
18,3.9444444444444446,8,False,False,0
15,4.133333333333334,8,False,False,0
15,5.2,12,False,False,0
5,5.4,8,False,False,0
14,4.642857142857143,10,False,False,1
6,4.833333333333333,8,False,False,0
12,4.666666666666667,8,False,False,1
8,6.0,10,False,False,1
